census_tract,Tree_Canopy,Affordable_Housing,Parks,Transit_Stop,Bike_Miles,Wifi_Hotspots,School_Density,Library_Count,Small_Business,Grocery_Store,Tract_Area_SqMi,Population
17031661100,18.89713854425441,14.0208,315.7082,16.584,0.208,0.0,10.553,1.508,24.2726,2.7137,0.4996,6633
17031670100,34.18490397853831,181.616,321.9243,66.716,5.9504,7.9239,37.064,22.239,36.3232,3.7064,0.1262,1349
17031670200,31.77140306936213,0.0,275.519,45.283,5.9539,7.9302,45.283,15.094,52.8302,4.5283,0.1261,1325
17031670300,33.6628129591732,55.1671,34.1354,54.39,5.9277,0.0,54.39,15.54,67.5991,17.871,0.126,1287
17031670400,30.44275618268641,0.0,143.0611,44.164,6.1193,0.0,31.546,12.618,37.224,8.2019,0.1261,1585
17031670500,23.31459345698997,117.5958,105.5297,121.951,6.3116,12.5628,95.819,26.132,70.5575,13.9373,0.2388,1148
17031670600,32.08410337368488,100.8215,171.6584,52.278,11.273,7.9177,59.746,14.937,45.5564,6.7214,0.1263,1339
17031670700,31.431647211157376,107.8275,34.1354,47.923,9.3958,7.9365,55.911,15.974,125.3994,23.1629,0.126,1252
17031670800,23.47108300589274,48.0704,124.3882,27.082,9.8336,7.9302,33.852,13.541,83.954,12.8639,0.1261,1477
17031670900,25.61006307735365,308.0205,167.9037,76.792,9.7615,23.8095,34.13,25.597,53.7543,6.8259,0.126,1172
17031671100,28.11052263839281,160.9658,604.6079,60.362,18.5474,10.5708,50.302,10.06,49.2958,6.0362,0.0946,994
17031671200,27.26734004972453,228.5714,2.5544,61.224,9.548,10.582,61.224,10.204,70.4082,11.2245,0.0945,980
17031671300,29.61572989922808,109.375,16.9179,39.062,9.0057,5.339,34.18,4.883,36.1328,7.8125,0.1873,2048
17031671400,35.83707876080269,86.6496,20.9341,64.185,9.1118,15.674,44.929,6.418,37.8691,4.4929,0.1914,1558
17031671500,27.82592186888967,58.9102,1.9301,58.91,3.3866,3.4953,25.773,7.364,70.324,13.2548,0.2861,2716
17031671600,27.367296073168635,88.6918,316.9345,49.889,10.509,6.3613,27.716,11.086,57.6497,10.5322,0.1572,1804
17031671800,23.79023131933668,147.986,53.6913,26.27,5.0198,23.9808,43.783,8.757,37.6532,2.627,0.1251,1142
17031671900,18.521426324106983,79.3226,50.5168,71.301,5.044,24.0964,44.563,8.913,56.1497,5.3476,0.1245,1122
17031672000,25.31841118687676,53.5767,9.8793,58.875,3.9181,2.6008,14.719,5.888,43.5679,2.6494,0.3845,3397
17031680500,37.89769132374629,243.3053,258.3028,61.209,5.9502,7.9239,45.907,22.953,32.8998,8.4162,0.1262,1307
17031680600,28.51016968765549,382.8326,108.6373,68.67,8.2171,39.6511,34.335,25.751,81.5451,17.1674,0.1261,1165
17031680900,21.587107532354896,242.9331,24.0447,41.982,3.3542,17.6278,30.786,2.799,48.4187,13.9938,0.3971,3573
17031681000,25.75834212806655,234.3568,234.7395,42.752,9.8165,27.7778,34.979,7.773,76.953,11.2709,0.252,2573
17031681100,26.15623762768849,93.9784,136.0999,59.172,9.0124,15.8793,31.326,10.442,46.6411,9.7459,0.2519,2873
17031681200,30.673004197473496,156.8211,72.2997,72.248,6.4035,13.0208,46.749,8.5,65.8734,19.9745,0.3072,2353
17031681300,30.699630921458525,10.9991,129.3149,68.744,5.8307,14.5826,41.247,4.583,35.2887,2.2915,0.2743,2182
17031681400,24.69294661954837,70.3314,46.2543,60.631,3.9984,32.0641,32.336,4.042,52.1423,12.5303,0.2495,2474
17031690300,18.49310234819364,101.2163,49.6902,91.225,8.0206,5.0531,34.752,4.344,41.7029,11.2945,0.1979,2302
17031690400,27.3053163610752,69.2834,16.6328,71.365,7.6449,7.9554,20.815,8.921,65.7151,10.4074,0.2514,3363
17031690500,20.876286403866388,0.0,29.5228,171.371,14.093,16.0256,90.726,20.161,130.0403,27.2177,0.1248,992
17031690900,27.1259424373974,0.0,16.3972,32.941,5.386,11.8577,16.471,7.059,75.2941,11.0588,0.253,4250
17031691000,27.665847656719457,8.9955,24.2919,67.466,3.5508,3.9904,22.489,7.496,108.3208,29.6102,0.2506,2668
17031691100,22.483901839046265,31.2081,122.673,70.47,5.4808,15.2555,20.134,6.711,52.349,9.0604,0.2622,2980
17031691200,19.443208321815305,25.9113,64.3618,105.402,5.5427,10.1755,35.134,8.783,100.5709,11.8577,0.3931,2277
17031691300,25.300128974252907,0.0,0.9745,71.609,1.9963,8.0064,21.061,8.425,96.8829,16.0067,0.2498,2374
17031691400,26.352787642991515,21.1082,37.0241,49.839,0.9852,15.7791,14.658,5.863,124.0106,17.8833,0.2535,3411
17031691500,27.702988987055345,96.3455,80.5245,60.908,6.1093,7.4683,33.223,16.611,106.866,15.5039,0.2678,1806
17031700100,15.347642686753137,53.5177,5.6685,84.185,0.212,0.0,33.073,6.013,113.3494,15.6344,0.8942,3326
17031700200,13.941240027520829,0.0,47.7142,32.042,0.1675,4.8348,9.155,3.052,32.4992,3.3567,0.6205,6554
17031700301,15.62280749214507,0.0,80.8929,15.62,0.0,6.0108,6.942,1.736,37.1399,4.8594,0.4991,5762
17031700302,14.286113194662615,0.0,26.125,21.194,0.0,0.0,7.065,3.532,22.2536,4.0622,0.5103,5662
17031700401,21.02671223697704,14.5998,31.6403,34.352,0.0,6.9893,17.176,3.435,65.0979,8.9316,0.5723,5822
17031700402,21.429561322752303,0.0,16.5764,36.747,0.0,2.2558,14.699,4.9,66.634,13.7188,0.4433,4082
17031700501,20.280716203792235,12.2975,54.2762,20.255,2.6807,1.5511,14.468,1.447,60.6192,8.9699,0.6447,6912
17031700502,24.855286353283148,24.1773,31.8023,47.011,4.8446,1.5002,20.148,6.716,17.7972,0.6716,0.6666,2978
17031710100,25.636198402032623,141.8719,97.5414,49.261,10.5277,60.0962,68.966,9.852,86.6995,14.7783,0.0832,1015
17031710200,24.27305336318088,59.9784,41.4037,28.047,4.3984,31.4027,15.102,2.157,26.9687,5.8252,0.2866,4635
17031710300,19.67722390527957,153.7921,63.8119,28.09,2.9928,55.3797,35.112,7.022,40.0281,6.3202,0.1264,1424
17031710400,23.26057687147585,14.7493,33.3599,27.655,3.4507,7.764,12.906,1.844,48.4882,7.1903,0.3864,5424
17031710500,18.6363128275673,33.2012,106.0005,44.599,7.1418,3.4483,14.866,4.955,65.9068,14.8662,0.29,4036
17031710600,20.62119617006553,128.3705,144.9542,23.447,0.0,63.4249,46.893,11.723,76.2016,16.4127,0.0946,1706
17031710700,18.18060310075313,85.0877,173.4708,35.088,0.0,36.9979,26.316,5.848,66.6667,12.2807,0.1892,3420
17031710800,19.7190984575636,69.5254,37.5108,37.469,3.5796,22.2152,20.816,4.163,42.6728,5.8285,0.3151,4804
17031710900,21.157307265566303,102.9866,64.3692,66.941,7.6424,12.9366,56.643,10.299,62.3069,7.2091,0.3865,1942
17031711000,24.554225046018725,76.1936,17.9935,42.511,5.7469,11.8718,32.701,6.54,45.7816,7.1942,0.2527,3058
17031711100,19.869563009603688,76.0304,103.4233,40.016,0.0,11.8812,44.018,8.003,65.6263,8.4034,0.2525,2499
17031711200,19.99473992813245,40.5377,121.4445,36.271,8.386,2.3574,12.801,6.401,40.751,6.4007,0.4242,4687
17031711300,22.632388071972763,93.0233,38.0406,41.04,9.2936,7.4019,13.68,13.68,81.3953,22.5718,0.1351,1462
17031711400,21.62470667696596,80.2005,3.3771,62.657,4.5989,3.4965,33.417,12.531,107.7694,17.1261,0.286,2394
17031711500,25.7855269966916,23.6088,41.2892,37.943,4.7323,4.0032,25.295,8.432,18.9713,1.2648,0.2498,2372
17031720100,48.79404498743454,21.5311,15.6814,56.818,3.4421,2.6344,14.952,5.981,107.3565,12.5598,0.7592,3344
17031720200,42.81718675069259,0.0,31.0527,33.89,3.8872,3.095,19.366,7.262,79.8838,9.4408,0.6462,4131
17031720300,35.03827467478871,0.0,57.1905,24.746,0.0,2.0496,8.249,2.75,79.4611,10.7231,0.4879,3637
17031720400,28.639934258795773,0.0,53.0657,20.398,0.0,0.0,5.099,5.099,80.5711,7.1392,0.2555,1961
17031720500,32.16059168332822,0.0,59.1141,47.939,0.0,2.482,14.382,9.588,84.372,6.7114,0.4029,2086
17031720600,39.42079493570714,0.0,96.7177,23.655,0.0,4.4524,11.827,5.914,60.9107,4.7309,0.2246,1691
17031720700,46.40715162865565,0.0,27.8984,39.05,3.968,2.4661,13.017,3.254,64.4322,2.6033,0.4055,3073
17031730100,22.63490745082465,0.0,69.2576,28.432,0.9126,7.8895,24.37,8.123,40.6174,6.905,0.2535,2462
17031730201,22.389774972818845,24.1692,45.6006,17.771,4.2165,5.207,14.217,5.331,50.4709,6.22,0.3841,5627
17031730202,18.42694468750134,22.1224,59.742,31.11,3.8406,8.8183,38.023,10.37,35.9488,3.4566,0.3402,2893
17031730300,17.61180234578082,130.0191,61.9152,47.801,10.5558,17.4368,47.801,19.12,118.5468,21.9885,0.1147,1046
17031730400,25.0964379786663,24.2174,25.1714,91.553,4.2277,6.0484,23.627,8.86,49.6161,7.974,0.496,3386
17031730500,25.184254999638263,19.4313,74.3603,40.284,1.9809,5.9032,21.327,2.37,35.0711,2.8436,0.5082,4220
17031730600,23.411270403383224,25.1998,20.1064,73.755,7.5927,5.1533,30.731,6.146,61.1555,13.8291,0.3881,3254
17031730700,24.78331627476117,35.9491,89.7887,65.761,6.7558,2.6205,30.688,8.768,67.9527,12.7137,0.3816,2281
17031740100,22.03120421247253,0.0,6.3965,61.843,0.0,2.9334,9.276,3.092,61.8429,9.8949,0.3409,3234
17031740200,21.51917798077412,0.0,2.8616,39.451,0.0,1.3123,3.431,1.715,22.813,6.175,0.762,5830
17031740300,22.73998602038356,0.0,75.3099,32.861,0.0,1.9616,8.215,2.054,35.7363,4.9291,0.5098,4869
17031740400,17.308216459454425,0.0,47.9834,48.988,2.2116,0.9135,8.52,2.13,31.9489,2.5559,1.0947,4695
17031750100,25.49079448139556,0.0,64.9971,56.21,2.1437,0.0,29.443,5.353,54.6039,11.5096,0.4979,3736
17031750200,43.12950079765976,0.0,25.77,36.376,0.0,1.9704,23.148,3.307,54.8942,3.3069,0.5075,3024
17031750300,32.47487946168776,0.0,47.4821,16.194,0.0,3.9139,12.146,8.097,67.6113,9.7166,0.2555,2470
17031750400,26.694511619387463,0.0,79.8086,10.313,0.0,2.592,6.875,6.875,66.0021,9.2815,0.3858,2909
17031750500,26.078977032077965,0.0,41.8169,56.96,0.2456,1.9673,14.24,3.56,57.1378,8.722,1.0166,5618
17031750600,25.800007856470604,20.4678,64.1728,55.556,2.6922,3.951,29.24,5.848,78.0702,13.1579,0.5062,3420
17031760801,24.013408774919096,0.0,3.5558,27.254,4.7655,0.0,2.271,0.0,148.7622,10.4474,0.5,4403
17031760802,62.77688424747849,0.0,0.0,37.911,3.6105,0.0,8.425,0.0,51.3901,15.5855,2.3997,2374
17031760803,38.43898342476121,0.0,5.8331,14.076,5.0174,0.0,1.564,0.0,15.1705,1.2512,0.3048,6394
17031770901,16.58919516933611,0.0,6.4312,0.0,0.0,4.1754,1.907,1.907,1.3346,0.0,0.479,5245
17031770902,16.448649487651366,0.0,0.947,0.0,1.2425,0.0,2.68,2.68,1.0718,0.0,0.4372,3732
17031823304,27.69548819404904,0.0,20.1933,1.703,1.3186,0.7277,6.812,3.406,0.0,0.0,1.3741,5872
17031830500,16.736581818422618,6.576,21.196,68.027,1.4089,0.63,27.211,6.803,83.9002,4.9887,1.5874,4410
17031830600,29.604352519109224,224.5187,119.167,22.29,4.9637,7.8339,14.184,6.079,101.5198,13.1712,0.2553,4935
17031830700,30.000393732340648,363.9541,24.6255,57.414,4.7276,41.5924,27.459,7.489,184.7229,32.2017,0.3366,4006
17031830800,24.81735789833596,25.3638,3.817,33.264,0.0,30.7929,16.632,8.316,186.2786,39.501,0.1299,2405
17031830900,15.424803553466688,137.1912,18.8626,68.27,12.5966,0.0,26.008,13.004,170.3511,22.4317,0.3952,3076
17031831000,30.80454703818944,73.3004,151.9289,34.182,28.9883,27.7264,22.788,7.596,124.9525,9.8747,0.1082,2633
17031831100,19.4803586544034,11.3484,15.2496,44.796,6.2054,3.9355,23.891,2.986,98.7009,10.9004,0.5082,6697
17031831200,20.62090131501445,113.2036,60.281,22.765,1.0455,13.624,20.695,4.139,75.5381,10.7616,0.2202,4832
17031831300,15.097441710142428,63.1495,42.9935,135.891,0.0,9.005,55.955,15.987,175.06,15.9872,0.2221,1251
17031831400,13.849628836190163,122.3404,105.3676,141.844,0.0,2.4609,24.823,3.546,227.6596,19.8582,0.8127,2820
17031831500,13.284290108800882,40.0362,102.9025,54.286,0.7141,2.6976,15.834,6.786,71.9294,11.3097,0.3707,4421
17031831600,21.192817681141165,12.6533,22.9619,27.114,0.0,1.7343,7.747,3.873,64.5578,9.9419,0.5766,7745
17031831700,18.29991268545145,52.3022,54.1117,84.935,5.2292,4.8544,4.47,13.411,94.7698,8.9405,0.206,2237
17031831800,27.772304198840008,74.3013,175.2037,57.941,4.1762,4.0645,22.154,5.112,77.88,20.2795,0.7381,5868
17031831900,30.859729237207333,57.5658,16.0178,23.026,0.0,16.0,19.737,9.868,116.1184,11.8421,0.125,3040
17031832000,23.778159720843107,135.7905,16.4249,43.647,7.3343,46.6563,24.248,14.549,141.6101,31.5228,0.0643,2062
17031832100,26.985025213160803,102.0528,77.4692,38.123,2.7061,34.965,14.663,5.865,87.39,19.6481,0.0858,3410
17031832200,25.38582951797443,99.4223,67.0869,24.324,20.584,12.9786,15.202,3.04,114.3205,14.8981,0.1541,3289
17031832300,15.76688566618769,98.3447,30.2794,97.371,13.9875,12.1803,34.08,9.737,248.296,25.8033,0.3284,2054
17031832400,23.3100241682835,98.8614,57.5286,19.439,19.5443,56.1347,19.439,8.331,69.7029,8.331,0.1247,3601
17031832500,21.86906578400697,0.2999,36.1794,23.995,12.7272,10.1146,14.997,5.999,233.6533,35.6929,0.2966,3334
17031832600,26.18413412952897,75.9585,54.9546,38.582,8.3649,10.6762,24.114,7.234,182.5416,18.5676,0.281,4147
17031832900,28.308425752510207,345.3634,129.2547,45.113,16.3725,19.2184,25.063,20.05,29.0727,3.5088,0.1561,1995
17031833000,17.243204251511358,176.1575,51.582,26.61,10.7466,15.7822,15.966,7.096,636.8636,50.7362,0.5069,5637
17031833100,21.355909970616832,103.866,68.8028,28.442,17.1135,11.2486,6.32,3.16,137.5751,12.1142,0.3556,9493
17031833300,27.046762887601595,258.5852,111.0977,44.643,15.7145,16.4384,30.907,10.302,71.0852,20.6044,0.1825,2912
17031833900,21.023008135797426,60.4372,130.2213,42.863,8.867,21.8659,25.718,4.286,97.2996,20.5744,0.2744,2333
17031834000,25.7868076845877,15.5168,94.5281,33.25,1.1765,8.0214,16.625,2.771,32.419,7.4813,0.374,3609
17031834200,22.065945196302785,21.7345,40.2739,68.187,5.484,10.6242,21.308,6.392,70.5306,11.0803,0.3765,4693
17031834300,26.807986284906583,42.3077,54.2727,49.679,2.4373,8.2237,12.821,4.808,69.2308,11.2179,0.7296,6240
17031834400,22.527550764596064,219.9203,18.8457,31.873,4.2445,13.2567,18.592,5.312,25.2324,1.328,0.2263,3765
17031834500,20.99812769480309,480.4533,310.7944,96.317,0.0,11.2233,45.326,16.997,61.7564,6.2323,0.1782,1765
17031834600,21.631357417918306,690.2843,21.9028,152.737,0.81,9.9092,50.912,12.728,56.8519,5.0912,0.6055,2357
17031834700,30.85802801173333,308.1296,16.0865,108.016,5.8144,11.7971,45.48,11.37,71.0631,11.3701,0.2543,1759
17031834800,23.911128922474056,349.6863,3.4082,68.454,4.1434,25.729,51.341,17.114,61.0382,11.9795,0.2332,1753
17031834900,31.89000390518532,174.6926,230.0046,71.721,8.4427,11.8953,40.984,15.369,36.8852,4.6107,0.2522,1952
17031835000,15.4220731207003,32.8228,46.0489,31.26,3.4767,15.4719,18.756,4.689,62.6758,9.5342,0.3878,6398
17031835100,19.853804530094703,26.1415,89.7534,37.601,0.318,10.2828,23.277,5.372,65.3536,9.4897,0.389,5585
17031835200,11.196956281481416,69.1855,45.5251,107.949,0.0,2.6157,9.814,4.907,111.3837,14.7203,0.3823,2038
17031835500,16.584516576788396,1058.7121,95.5761,138.889,1.532,25.4309,63.131,31.566,72.601,10.7323,0.3539,1584
17031835600,13.521686843275138,1527.8396,61.5149,244.989,0.0,5.637,122.494,33.408,206.0134,44.5434,0.3548,898
17031835800,19.8385545677812,1345.1119,35.7543,47.114,20.0026,27.3224,47.114,11.779,63.0153,10.0118,0.1098,1698
17031836000,19.491575162116952,1421.728,68.1141,51.326,11.7865,35.824,34.217,12.831,47.0488,2.1386,0.1954,2338
17031836100,23.160323044231724,734.2842,462.0641,132.066,5.3709,9.0307,52.826,15.848,69.2023,15.8479,0.3322,1893
17031836200,26.28039887326678,276.4004,626.608,87.236,3.3433,9.5663,27.548,9.183,87.6951,33.0579,0.3136,2178
17031836300,29.80567840022938,569.0349,1030.4139,40.214,5.2089,18.8324,40.214,13.405,33.5121,1.3405,0.0531,1492
17031836400,19.812381056508773,481.9111,482.4946,38.663,12.3624,13.089,22.093,5.523,32.8638,0.2762,0.3056,3621
17031836500,21.816144512186007,1086.444,818.8291,26.195,15.6071,33.7268,26.195,13.098,23.5756,0.0,0.1779,1527
17031836600,17.16269811073973,315.466,302.8082,88.767,5.6665,24.5298,40.97,6.828,94.5715,17.7535,0.2446,2929
17031836700,18.59205737450804,464.732,32.5538,120.919,3.8547,12.6529,68.521,12.092,99.9597,12.898,0.4742,2481
17031836800,27.038044586662085,573.535,463.5426,45.369,15.5808,19.0537,64.272,7.561,59.3573,8.6957,0.3149,2645
17031836900,19.41553711964592,605.9764,627.6107,41.696,43.1465,47.1698,90.341,13.899,38.9159,4.1696,0.0636,1439
17031837000,23.86278114260068,623.8981,51.1611,78.355,18.8729,12.5471,73.457,14.691,75.4163,10.284,0.1594,2042
17031837100,19.835015031677017,873.4867,6.2981,72.639,15.1345,20.4778,90.799,12.107,250.0,18.1598,0.293,1652
17031837300,22.747334668193577,492.1655,129.8926,36.159,9.6184,21.0674,56.247,8.035,40.1768,8.0354,0.1424,2489
17031837400,16.189618656088197,611.0553,50.8214,95.477,13.6933,8.7566,80.402,15.075,68.8442,8.0402,0.2284,1990
17031837800,18.84234832777899,409.2351,27.1506,52.873,9.6896,18.3007,45.823,10.575,360.2397,29.2563,0.3825,2837
17031838000,22.711967282268088,326.292,57.4548,67.899,11.8866,33.6862,41.494,7.544,41.871,3.0177,0.2078,2651
17031838100,16.749905748853806,516.1999,71.0654,175.728,12.6146,22.1309,65.898,21.966,190.5546,25.2608,0.3163,1821
17031838200,21.92241987336347,475.2239,13.845,316.418,4.4337,6.7204,95.522,23.881,136.1194,47.7612,0.4464,1675
17031838300,18.22217364007127,514.3411,158.1193,34.884,18.4296,7.4405,27.132,7.752,65.5039,14.3411,0.1344,2580
17031838600,27.067155095816524,476.9433,525.5563,52.701,9.9441,31.5789,72.464,6.588,64.5586,19.7628,0.095,1518
17031838700,22.49928836986168,196.031,40.2478,36.302,7.5535,7.874,38.722,7.26,57.1152,14.7628,0.254,4132
17031838800,12.940167933660202,67.6983,77.1539,67.698,2.2108,0.5979,29.014,9.671,70.2772,9.3488,8.3631,3102
17031839000,19.52261028094984,57.978,148.3912,13.416,17.0572,30.03,0.958,1.917,65.932,5.1749,0.1998,10435
17031839100,13.380332911524212,13.845,49.9445,77.726,14.9091,21.925,3.643,3.643,1274.1074,150.5951,0.4561,8234
17031839200,23.83350832723585,96.0349,137.7672,69.116,12.8292,11.9474,29.101,10.913,63.6595,0.3638,0.2511,2749
17031839500,26.060606320558243,490.566,220.4599,50.314,32.9125,79.2864,69.182,12.579,98.1132,24.5283,0.1009,1590
17031839600,21.4985199715936,1336.0324,17.1991,75.188,26.1224,63.3413,63.621,11.567,90.2256,13.8809,0.1263,1729
17031839700,20.91381293595855,12.1012,28.5135,22.002,0.1145,8.0128,8.801,8.801,85.8086,11.0011,0.2496,4545
17031839800,21.278379419992262,31.6456,98.6308,29.784,2.9759,10.1215,22.338,11.169,71.8541,13.4028,0.0988,2686
17031839900,15.834199837568583,0.0,12.2174,58.677,0.7909,6.6667,6.77,9.027,127.5107,8.1246,0.45,4431
17031840000,13.218119277968366,120.9597,54.8612,29.99,1.6732,13.2861,23.326,13.329,50.3166,6.9977,0.2258,3001
17031840100,19.85460293843429,76.5929,5.4896,29.713,1.2569,31.1526,16.507,9.904,32.3539,1.6507,0.1284,3029
17031840200,14.225328169966431,186.6239,118.0512,60.072,4.0193,11.9796,32.038,12.014,165.799,12.0144,0.3339,2497
17031840300,19.97163865997611,0.0,134.8578,50.048,2.7178,9.3897,16.683,2.383,50.7626,8.3413,0.3195,4196
17031840400,20.53039503381348,16.3253,19.4939,74.206,0.0,5.1626,20.778,5.936,113.3868,16.6221,0.3874,3369
17031840700,22.30652171043378,1.7949,267.291,28.205,11.5142,28.7219,41.026,5.128,111.7949,20.0,0.2089,3900
17031840800,22.17079941041129,11.7047,174.2682,24.01,17.4287,7.8802,33.013,6.002,53.4214,7.2029,0.1269,3332
17031841000,16.30498996958412,1031.6901,229.5663,228.873,8.8692,12.7324,79.225,17.606,343.3099,40.493,0.3927,1136
17031841100,17.083636902379183,181.8923,67.1137,43.502,8.7618,13.4318,16.313,2.719,174.4154,48.124,0.4467,7356
17031841200,19.09814260498984,54.5865,40.3468,32.834,5.1397,20.6782,24.625,4.104,80.0328,11.6971,0.2418,4873
17031841300,21.725170838957165,11.9818,8.9217,47.927,4.9757,9.1441,35.945,7.189,132.7582,15.5763,0.5468,4173
17031841500,25.04134795750269,214.5317,473.1589,55.096,13.5828,12.0773,48.209,6.887,30.6474,6.8871,0.1656,2904
17031841700,24.46037682951696,7.9523,528.4468,46.388,13.3432,29.0698,99.404,19.881,141.1531,14.5792,0.1032,1509
17031841800,29.4815746611081,193.8436,23.3824,162.23,6.4887,4.7642,45.757,16.639,52.4126,5.4077,0.6297,2404
17031841900,15.888316182190728,254.0,28.9424,72.308,8.0113,12.1114,23.077,7.692,129.0769,21.0769,0.9908,6500
17031842000,27.50474046307121,280.3089,124.5122,84.942,15.3931,30.7018,46.332,11.583,63.7066,9.2664,0.228,2590
17031842100,17.847543967048793,54.1353,12.4496,39.098,1.4842,8.8979,21.053,4.511,149.0226,10.8271,0.7867,6650
17031842200,15.614479831140748,260.6838,39.6099,56.98,4.3643,6.7363,26.116,4.748,338.7939,33.2384,0.5938,4212
17031842300,13.856497021963143,288.467,35.4452,96.345,9.638,12.3355,31.17,14.168,277.4157,17.5687,0.7296,3529
17031842400,16.902731863900673,37.8165,35.522,131.536,3.4052,6.5454,42.749,6.577,140.7432,28.2802,0.7639,3041
17031842500,15.709043195501716,282.5265,14.2898,94.554,4.2995,12.1036,49.168,7.564,28.3661,2.2693,0.4131,2644
17031842600,16.22962877821572,68.7868,12.6526,129.564,1.333,2.8177,37.691,16.49,165.1355,16.49,1.4196,4245
17031842800,14.351547639883098,29.1999,32.7303,39.282,0.1498,5.1125,20.951,5.238,72.9344,8.1184,0.5868,7637
17031842900,19.073273060097407,496.7742,41.8675,137.097,1.4468,10.6207,84.677,12.097,172.9839,18.5484,0.8474,2480
17031843000,15.042915872451156,387.8472,53.9603,86.806,5.6243,4.8626,62.5,6.944,111.8056,18.75,0.4113,2880
17031843100,28.9211892474037,346.308,415.2538,143.102,6.5641,10.2223,108.758,11.448,80.1374,6.2965,0.3913,1747
17031843200,14.84077239371398,571.0157,34.2928,189.926,4.6722,13.4307,86.705,12.386,620.5615,30.9661,1.1913,2422
17031843300,20.380836618981355,343.5115,450.4912,89.059,1.8912,8.707,82.697,12.723,64.2494,4.4529,0.2297,1572
17031843400,15.452015632890513,192.2572,0.0,72.178,1.2516,15.8856,52.493,13.123,206.0367,17.0604,0.2518,1524
17031843500,17.738899375224744,4.8093,33.4744,44.776,6.0492,7.6589,28.192,4.975,174.1294,5.4726,0.7834,6030
17031843600,21.26354318364015,345.0955,468.6831,38.848,6.9971,25.2207,35.61,6.475,61.5086,10.6831,0.1586,3089
17031843700,19.010313055944213,99.4497,176.3378,86.478,12.0313,6.2305,39.308,7.862,191.8239,20.4403,0.4815,2544
17031843800,22.56628369594572,154.5,37.8496,95.0,2.977,0.0,45.0,20.0,75.0,14.5,0.5056,2000
17031843900,25.74053862116416,195.0355,671.7064,95.472,8.0028,1.6247,21.822,8.183,39.2799,4.0917,0.6155,3666
17031844600,15.7813822552079,1025.3378,123.1611,50.676,9.847,23.8237,33.784,16.892,60.8108,10.1351,0.1679,1776
17031844700,25.049686775266185,112.2972,159.7604,64.048,5.3934,19.305,59.778,12.81,32.0239,3.4159,0.1554,2342
